YEAR,DISTRICT,MONTH,AVERAGE LAFD TURNOUT TIME IN DISTRICT - Non-EMS,AVERAGE LAFD TURNOUT TIME IN DISTRICT - EMS,AVERAGE LAFD TRAVEL TIME  IN DISTRICT - Non-EMS,AVERAGE LAFD TRAVEL TIME IN DISTRICT - EMS,INCIDENT COUNT IN DISTRICT - Non-EMS,INCIDENT COUNT IN DISTRICT - EMS
2014,112,Jun,0:01:26,0:01:31,0:03:10,0:02:52,13,95
2014,112,Jul,0:01:19,0:01:26,0:02:43,0:02:54,14,104
2014,112,Aug,0:01:18,0:01:34,0:03:29,0:02:45,11,121
2014,112,Sep,0:01:30,0:01:33,0:02:49,0:02:58,17,104
2014,112,Oct,0:01:27,0:01:34,0:02:18,0:03:19,20,121
2014,112,Nov,0:01:41,0:01:37,0:02:47,0:03:09,24,102
2014,112,Dec,0:01:38,0:01:41,0:01:58,0:03:05,28,129
2014,112,Overall 2014,0:01:26,0:01:31,0:03:00,0:03:02,236,1300
2015,1,Jan,0:01:19,0:01:13,0:04:00,0:04:41,79,226
2015,1,Feb,0:01:10,0:01:14,0:05:23,0:04:34,41,184
2015,1,Mar,0:01:21,0:01:16,0:04:46,0:04:31,35,231
2015,1,Apr,0:01:20,0:01:14,0:05:11,0:04:43,42,198
2015,1,May,0:01:21,0:01:15,0:04:41,0:04:51,61,211
2015,1,Jun,0:01:15,0:01:16,0:05:11,0:05:04,41,205
2015,1,Jul,0:01:15,0:01:16,0:05:25,0:04:29,76,202
2015,1,Aug,0:01:23,0:01:15,0:04:04,0:04:26,55,228
2015,1,Sep,0:01:18,0:01:13,0:05:12,0:04:38,52,212
2015,1,Oct,0:01:12,0:01:13,0:04:42,0:04:29,72,228
2015,1,Nov,0:01:12,0:01:12,0:05:20,0:04:28,46,198
2015,1,Dec,0:01:14,0:01:17,0:05:14,0:04:36,62,198
2015,1,Overall 2015,0:01:17,0:01:14,0:04:53,0:04:37,662,2521
2015,2,Jan,0:01:17,0:01:20,0:04:05,0:03:51,90,349
2015,2,Feb,0:01:25,0:01:23,0:03:30,0:03:52,55,330
2015,2,Mar,0:01:21,0:01:23,0:03:50,0:03:48,47,364
2015,2,Apr,0:01:25,0:01:25,0:03:52,0:03:38,68,346
2015,2,May,0:01:22,0:01:20,0:03:36,0:03:57,63,370
2015,2,Jun,0:01:14,0:01:15,0:04:44,0:03:52,74,338
2015,2,Jul,0:01:18,0:01:12,0:03:40,0:04:06,77,393
2015,2,Aug,0:01:17,0:01:20,0:03:31,0:03:42,77,371
2015,2,Sep,0:01:14,0:01:16,0:03:20,0:03:41,50,369
2015,2,Oct,0:01:03,0:01:17,0:03:35,0:03:37,54,354
2015,2,Nov,0:01:12,0:01:16,0:03:38,0:03:37,74,374
2015,2,Dec,0:01:16,0:01:18,0:04:00,0:03:47,62,346
2015,2,Overall 2015,0:01:17,0:01:19,0:03:49,0:03:47,791,4304
2015,3,Jan,0:00:58,0:01:09,0:03:16,0:04:17,124,363
2015,3,Feb,0:00:56,0:01:11,0:03:09,0:03:52,104,325
2015,3,Mar,0:01:04,0:01:10,0:03:37,0:04:07,126,349
2015,3,Apr,0:01:06,0:01:12,0:03:28,0:04:09,127,340
2015,3,May,0:01:02,0:01:11,0:03:19,0:04:19,113,372
2015,3,Jun,0:01:03,0:01:15,0:03:38,0:04:07,106,352
2015,3,Jul,0:01:04,0:01:16,0:03:12,0:04:12,118,369
2015,3,Aug,0:01:11,0:01:14,0:03:30,0:04:00,118,349
2015,3,Sep,0:00:57,0:01:14,0:03:35,0:04:03,109,395
2015,3,Oct,0:00:46,0:01:09,0:03:08,0:03:44,126,388
2015,3,Nov,0:00:57,0:01:10,0:03:03,0:03:47,133,348
2015,3,Dec,0:01:01,0:01:11,0:02:57,0:03:53,121,378
2015,3,Overall 2015,0:01:01,0:01:12,0:03:19,0:04:02,1425,4328
2015,4,Jan,0:01:21,0:01:17,0:03:42,0:03:57,83,462
2015,4,Feb,0:01:24,0:01:18,0:03:48,0:04:04,68,399
2015,4,Mar,0:01:18,0:01:14,0:04:03,0:03:41,75,451
2015,4,Apr,0:01:25,0:01:19,0:03:20,0:03:54,83,432
2015,4,May,0:01:13,0:01:13,0:03:49,0:03:57,71,463
2015,4,Jun,0:01:18,0:01:14,0:04:29,0:03:53,94,513
2015,4,Jul,0:01:17,0:01:15,0:04:14,0:03:58,91,495
2015,4,Aug,0:01:17,0:01:18,0:03:23,0:04:02,70,524
2015,4,Sep,0:01:15,0:01:18,0:03:58,0:03:50,61,568
2015,4,Oct,0:01:06,0:01:12,0:03:49,0:03:52,54,446
2015,4,Nov,0:01:08,0:01:15,0:03:35,0:03:50,75,454
2015,4,Dec,0:01:15,0:01:16,0:03:42,0:04:05,65,467
2015,4,Overall 2015,0:01:17,0:01:16,0:03:50,0:03:55,890,5674
2015,5,Jan,0:01:04,0:01:26,0:04:14,0:04:44,68,215
2015,5,Feb,0:01:03,0:01:17,0:04:27,0:05:05,50,165
2015,5,Mar,0:01:05,0:01:23,0:04:20,0:04:55,42,204
2015,5,Apr,0:01:06,0:01:16,0:04:38,0:04:58,57,169
2015,5,May,0:01:02,0:01:15,0:04:40,0:04:54,54,209
2015,5,Jun,0:01:17,0:01:22,0:05:32,0:05:18,44,204
2015,5,Jul,0:01:00,0:01:16,0:04:50,0:04:54,45,175
2015,5,Aug,0:01:11,0:01:16,0:05:00,0:05:19,51,168
2015,5,Sep,0:01:05,0:01:18,0:04:37,0:05:10,33,182
2015,5,Oct,0:01:10,0:01:17,0:04:54,0:05:10,46,204
2015,5,Nov,0:01:06,0:01:10,0:04:36,0:05:07,58,172
2015,5,Dec,0:01:05,0:01:08,0:05:35,0:05:25,51,196
2015,5,Overall 2015,0:01:06,0:01:17,0:04:47,0:05:05,599,2263
2015,6,Jan,0:01:02,0:01:07,0:04:00,0:03:44,78,389
2015,6,Feb,0:01:07,0:01:10,0:03:41,0:03:50,86,300
2015,6,Mar,0:01:19,0:01:11,0:03:53,0:03:37,71,371
2015,6,Apr,0:01:10,0:01:14,0:03:26,0:03:37,75,374
2015,6,May,0:01:13,0:01:16,0:04:01,0:04:04,86,396
2015,6,Jun,0:01:12,0:01:13,0:04:23,0:03:50,82,354
2015,6,Jul,0:01:20,0:01:13,0:04:17,0:03:57,63,349
2015,6,Aug,0:01:12,0:01:12,0:04:20,0:03:39,78,394
2015,6,Sep,0:01:08,0:01:14,0:04:12,0:03:50,70,394
2015,6,Oct,0:01:14,0:01:17,0:04:01,0:03:44,78,389
2015,6,Nov,0:01:15,0:01:15,0:04:35,0:03:50,82,380
2015,6,Dec,0:01:13,0:01:12,0:04:31,0:03:51,84,394
2015,6,Overall 2015,0:01:12,0:01:13,0:04:07,0:03:48,933,4484
2015,7,Jan,0:01:10,0:01:12,0:03:37,0:03:57,71,409
2015,7,Feb,0:01:06,0:01:08,0:03:49,0:03:57,62,374
2015,7,Mar,0:01:08,0:01:13,0:03:53,0:04:01,61,404
2015,7,Apr,0:01:11,0:01:10,0:03:53,0:03:41,67,388
2015,7,May,0:01:10,0:01:11,0:04:19,0:04:16,65,406
2015,7,Jun,0:01:09,0:01:11,0:04:02,0:04:18,71,389
2015,7,Jul,0:01:03,0:01:09,0:04:01,0:04:08,74,416
2015,7,Aug,0:01:08,0:01:12,0:04:50,0:04:23,74,465
2015,7,Sep,0:01:03,0:01:13,0:04:30,0:04:26,57,388
2015,7,Oct,0:01:07,0:01:06,0:04:08,0:04:30,52,437
2015,7,Nov,0:01:01,0:01:04,0:04:38,0:04:21,55,418
2015,7,Dec,0:00:55,0:01:04,0:04:02,0:04:18,63,420
2015,7,Overall 2015,0:01:06,0:01:09,0:04:08,0:04:12,772,4914
2015,8,Jan,0:01:19,0:01:24,0:04:40,0:04:29,13,71
2015,8,Feb,0:01:19,0:01:20,0:04:20,0:03:58,9,56
2015,8,Mar,0:01:24,0:01:19,0:04:26,0:04:38,12,80
2015,8,Apr,0:01:22,0:01:24,0:04:02,0:04:14,9,68
2015,8,May,0:01:24,0:01:17,0:04:01,0:04:18,18,54
2015,8,Jun,0:01:08,0:01:16,0:03:57,0:04:31,14,59
2015,8,Jul,0:00:52,0:01:08,0:03:24,0:04:31,14,61
2015,8,Aug,0:01:10,0:01:00,0:04:43,0:04:26,10,55
2015,8,Sep,0:01:10,0:01:01,0:04:11,0:04:16,6,66
2015,8,Oct,0:01:01,0:01:00,0:05:34,0:04:31,11,73
2015,8,Nov,0:01:10,0:01:00,0:05:36,0:04:44,14,69
2015,8,Dec,0:01:18,0:01:04,0:05:09,0:04:26,15,72
2015,8,Overall 2015,0:01:12,0:01:11,0:04:28,0:04:26,145,784
2015,9,Jan,0:01:05,0:01:19,0:03:03,0:03:08,259,998
2015,9,Feb,0:01:04,0:01:18,0:02:59,0:03:17,204,1020
2015,9,Mar,0:00:57,0:01:17,0:02:57,0:03:09,217,1123
2015,9,Apr,0:01:10,0:01:15,0:03:11,0:03:18,229,1045
2015,9,May,0:01:05,0:01:16,0:02:52,0:03:10,222,1049
2015,9,Jun,0:01:04,0:01:14,0:03:02,0:03:18,221,940
2015,9,Jul,0:01:09,0:01:13,0:03:01,0:03:12,261,1086
2015,9,Aug,0:01:15,0:01:15,0:03:08,0:03:26,270,1135
2015,9,Sep,0:01:08,0:01:18,0:03:19,0:03:19,239,1156
2015,9,Oct,0:01:04,0:01:15,0:03:06,0:03:22,213,1194
2015,9,Nov,0:01:06,0:01:14,0:03:01,0:03:19,247,1132
2015,9,Dec,0:01:05,0:01:10,0:02:46,0:03:21,248,1043
2015,9,Overall 2015,0:01:07,0:01:15,0:03:02,0:03:17,2830,12921
2015,10,Jan,0:01:18,0:01:19,0:03:18,0:03:50,97,375
2015,10,Feb,0:01:22,0:01:18,0:03:47,0:03:51,92,368
2015,10,Mar,0:01:20,0:01:18,0:03:26,0:03:46,92,409
2015,10,Apr,0:01:12,0:01:16,0:04:03,0:03:42,103,384
2015,10,May,0:01:18,0:01:16,0:03:27,0:03:58,127,402
2015,10,Jun,0:01:23,0:01:18,0:03:48,0:03:57,103,410
2015,10,Jul,0:01:26,0:01:20,0:03:53,0:03:49,118,389
2015,10,Aug,0:01:20,0:01:20,0:03:29,0:03:48,121,379
2015,10,Sep,0:01:12,0:01:18,0:03:34,0:03:55,114,417
2015,10,Oct,0:01:14,0:01:18,0:03:46,0:03:47,120,441
2015,10,Nov,0:01:08,0:01:18,0:03:53,0:03:56,110,352
2015,10,Dec,0:01:16,0:01:15,0:03:34,0:03:43,107,369
2015,10,Overall 2015,0:01:17,0:01:18,0:03:40,0:03:50,1304,4695
2015,11,Jan,0:01:03,0:01:11,0:03:17,0:03:18,162,658
2015,11,Feb,0:01:05,0:01:11,0:03:11,0:03:11,157,619
2015,11,Mar,0:01:02,0:01:11,0:03:17,0:03:16,150,649
2015,11,Apr,0:01:10,0:01:12,0:03:07,0:03:23,159,595
2015,11,May,0:01:09,0:01:08,0:03:18,0:03:17,178,654
2015,11,Jun,0:01:02,0:01:06,0:03:30,0:03:08,146,687
2015,11,Jul,0:01:05,0:01:05,0:03:16,0:03:14,168,692
2015,11,Aug,0:01:06,0:01:08,0:03:05,0:03:15,159,705
2015,11,Sep,0:01:05,0:01:12,0:03:05,0:03:26,162,795
2015,11,Oct,0:01:00,0:01:09,0:03:21,0:03:19,159,736
2015,11,Nov,0:01:09,0:01:08,0:03:03,0:03:13,165,606
2015,11,Dec,0:01:09,0:01:11,0:03:16,0:03:16,177,664
2015,11,Overall 2015,0:01:06,0:01:09,0:03:14,0:03:16,1942,8060
2015,12,Jan,0:01:11,0:01:01,0:04:15,0:03:59,55,214
2015,12,Feb,0:01:07,0:00:58,0:03:51,0:03:41,44,212
2015,12,Mar,0:01:11,0:01:05,0:03:29,0:03:41,38,213
2015,12,Apr,0:01:05,0:01:00,0:03:38,0:04:09,31,206
2015,12,May,0:01:11,0:01:10,0:04:02,0:03:56,44,237
2015,12,Jun,0:01:03,0:01:05,0:04:27,0:03:55,36,234
2015,12,Jul,0:01:15,0:01:06,0:04:14,0:04:08,48,213
2015,12,Aug,0:01:04,0:01:07,0:04:17,0:03:57,45,253
2015,12,Sep,0:01:08,0:01:04,0:03:50,0:03:41,32,234
2015,12,Oct,0:00:57,0:01:01,0:03:27,0:03:40,27,235
2015,12,Nov,0:01:17,0:01:04,0:04:22,0:04:17,40,227
2015,12,Dec,0:01:27,0:01:01,0:04:36,0:04:12,40,225
2015,12,Overall 2015,0:01:11,0:01:04,0:04:04,0:03:56,480,2703
2015,13,Jan,0:01:07,0:01:07,0:03:51,0:03:41,102,397
2015,13,Feb,0:01:09,0:01:09,0:03:51,0:03:36,70,368
2015,13,Mar,0:01:11,0:01:10,0:03:48,0:03:37,76,431
2015,13,Apr,0:01:11,0:01:10,0:03:45,0:03:25,83,436
2015,13,May,0:01:12,0:01:07,0:03:53,0:03:33,99,425
2015,13,Jun,0:01:07,0:01:11,0:03:51,0:03:36,80,431
2015,13,Jul,0:01:07,0:01:10,0:03:34,0:03:35,105,441
2015,13,Aug,0:01:06,0:01:12,0:04:03,0:03:33,101,428
2015,13,Sep,0:01:01,0:01:09,0:04:00,0:03:43,72,459
2015,13,Oct,0:01:04,0:01:06,0:04:01,0:03:40,75,405
2015,13,Nov,0:01:07,0:01:09,0:03:47,0:03:30,87,381
2015,13,Dec,0:01:06,0:01:10,0:03:53,0:03:34,97,429
2015,13,Overall 2015,0:01:07,0:01:09,0:03:51,0:03:35,1047,5031
2015,14,Jan,0:01:14,0:01:06,0:03:11,0:03:05,58,282
2015,14,Feb,0:01:02,0:01:04,0:02:40,0:03:09,54,269
2015,14,Mar,0:01:01,0:01:02,0:03:39,0:03:15,63,302
2015,14,Apr,0:01:05,0:01:07,0:03:12,0:03:02,47,290
2015,14,May,0:01:11,0:01:02,0:03:16,0:03:20,48,327
2015,14,Jun,0:01:08,0:01:01,0:02:35,0:03:09,61,286
2015,14,Jul,0:01:06,0:01:02,0:03:10,0:03:14,63,307
2015,14,Aug,0:01:10,0:01:07,0:02:57,0:03:23,59,347
2015,14,Sep,0:01:10,0:01:04,0:03:07,0:03:18,46,330
2015,14,Oct,0:01:09,0:01:01,0:02:59,0:03:15,44,332
2015,14,Nov,0:01:06,0:01:05,0:03:46,0:03:17,61,288
2015,14,Dec,0:01:25,0:01:06,0:03:23,0:03:22,55,306
2015,14,Overall 2015,0:01:09,0:01:04,0:03:10,0:03:14,659,3666
2015,15,Jan,0:01:07,0:01:13,0:03:23,0:03:41,77,376
2015,15,Feb,0:01:13,0:01:16,0:03:24,0:03:31,81,349
2015,15,Mar,0:01:09,0:01:17,0:03:32,0:03:35,88,417
2015,15,Apr,0:01:11,0:01:11,0:03:05,0:03:32,60,357
2015,15,May,0:01:14,0:01:14,0:02:59,0:03:39,71,354
2015,15,Jun,0:01:04,0:01:18,0:03:15,0:03:53,77,326
2015,15,Jul,0:01:16,0:01:11,0:03:47,0:03:56,78,385
2015,15,Aug,0:01:09,0:01:13,0:03:20,0:03:59,59,422
2015,15,Sep,0:01:03,0:01:09,0:03:44,0:03:55,70,482
2015,15,Oct,0:01:09,0:01:15,0:03:40,0:04:07,78,466
2015,15,Nov,0:01:12,0:01:14,0:03:52,0:04:27,89,411
2015,15,Dec,0:01:03,0:01:17,0:03:33,0:04:04,76,369
2015,15,Overall 2015,0:01:10,0:01:14,0:03:29,0:03:52,904,4714
2015,16,Jan,0:01:21,0:01:20,0:04:55,0:05:16,33,104
2015,16,Feb,0:01:12,0:01:15,0:04:10,0:05:05,21,104
2015,16,Mar,0:01:31,0:01:22,0:04:51,0:05:05,35,119
2015,16,Apr,0:01:11,0:01:19,0:06:34,0:05:05,28,107
2015,16,May,0:01:23,0:01:15,0:04:53,0:05:04,40,101
2015,16,Jun,0:01:27,0:01:11,0:07:07,0:05:06,33,97
2015,16,Jul,0:01:21,0:01:18,0:04:41,0:04:58,25,95
2015,16,Aug,0:01:25,0:01:15,0:05:05,0:04:31,32,122
2015,16,Sep,0:01:21,0:01:20,0:05:48,0:04:41,29,132
2015,16,Oct,0:01:26,0:01:19,0:03:47,0:04:20,28,112
2015,16,Nov,0:01:19,0:01:17,0:05:08,0:04:33,25,111
2015,16,Dec,0:01:09,0:01:19,0:06:05,0:04:26,29,116
2015,16,Overall 2015,0:01:22,0:01:18,0:05:19,0:04:50,358,1320
2015,17,Jan,0:01:27,0:01:17,0:03:55,0:04:33,55,98
2015,17,Feb,0:01:20,0:01:13,0:04:31,0:03:58,45,101
2015,17,Mar,0:01:14,0:01:17,0:03:49,0:03:45,48,108
2015,17,Apr,0:01:22,0:01:22,0:04:33,0:03:22,48,87
2015,17,May,0:01:19,0:01:15,0:03:50,0:03:42,48,109
2015,17,Jun,0:01:20,0:01:20,0:03:52,0:04:00,54,119
2015,17,Jul,0:01:23,0:01:15,0:03:58,0:03:38,58,123
2015,17,Aug,0:01:20,0:01:15,0:03:39,0:03:48,54,139
2015,17,Sep,0:01:11,0:01:15,0:03:44,0:04:10,43,124
2015,17,Oct,0:01:10,0:01:12,0:04:16,0:03:41,44,114
2015,17,Nov,0:01:19,0:01:12,0:03:38,0:03:53,46,114
2015,17,Dec,0:01:14,0:01:13,0:03:31,0:03:30,45,112
2015,17,Overall 2015,0:01:18,0:01:15,0:03:56,0:03:50,588,1348
2015,18,Jan,0:01:24,0:01:30,0:04:46,0:03:56,25,116
2015,18,Feb,0:01:18,0:01:19,0:03:43,0:04:23,15,112
2015,18,Mar,0:01:26,0:01:14,0:04:54,0:04:17,25,141
2015,18,Apr,0:01:34,0:01:18,0:05:50,0:04:10,18,109
2015,18,May,0:01:26,0:01:16,0:05:03,0:04:12,28,121
2015,18,Jun,0:01:05,0:01:08,0:05:15,0:04:11,9,107
2015,18,Jul,0:01:10,0:01:11,0:05:01,0:04:40,20,105
2015,18,Aug,0:01:16,0:01:03,0:05:02,0:04:42,30,110
2015,18,Sep,0:00:59,0:01:02,0:05:10,0:04:13,21,104
2015,18,Oct,0:01:05,0:01:05,0:05:12,0:04:27,20,95
2015,18,Nov,0:00:59,0:01:04,0:04:25,0:04:20,24,110
2015,18,Dec,0:01:10,0:01:00,0:05:11,0:04:39,19,118
2015,18,Overall 2015,0:01:17,0:01:11,0:04:58,0:04:21,254,1348
2015,19,Jan,0:01:03,0:01:07,0:05:33,0:05:26,75,200
2015,19,Feb,0:01:02,0:01:08,0:05:59,0:05:22,55,195
2015,19,Mar,0:01:13,0:01:04,0:06:27,0:05:27,70,227
2015,19,Apr,0:01:13,0:01:04,0:05:10,0:05:13,55,218
2015,19,May,0:01:07,0:01:07,0:05:01,0:05:30,48,222
2015,19,Jun,0:01:09,0:01:02,0:05:52,0:05:26,71,210
2015,19,Jul,0:01:05,0:01:06,0:05:04,0:05:42,97,186
2015,19,Aug,0:00:58,0:01:04,0:05:34,0:05:20,79,222
2015,19,Sep,0:01:02,0:01:02,0:05:19,0:05:29,83,174
2015,19,Oct,0:01:16,0:01:01,0:05:32,0:05:36,64,217
2015,19,Nov,0:01:04,0:01:04,0:05:42,0:05:13,83,181
2015,19,Dec,0:00:54,0:01:00,0:06:34,0:04:45,79,192
2015,19,Overall 2015,0:01:06,0:01:04,0:05:39,0:05:23,859,2444
2015,20,Jan,0:01:13,0:01:21,0:03:45,0:03:43,54,217
2015,20,Feb,0:01:21,0:01:19,0:03:27,0:03:56,46,222
2015,20,Mar,0:01:13,0:01:21,0:03:28,0:03:48,50,266
2015,20,Apr,0:01:12,0:01:16,0:03:25,0:04:07,40,259
2015,20,May,0:01:20,0:01:17,0:03:44,0:03:54,52,289
2015,20,Jun,0:01:25,0:01:20,0:04:08,0:04:14,41,259
2015,20,Jul,0:01:14,0:01:20,0:04:05,0:04:05,75,258
2015,20,Aug,0:01:15,0:01:20,0:04:02,0:04:04,55,248
2015,20,Sep,0:01:07,0:01:17,0:04:21,0:03:58,54,284
2015,20,Oct,0:01:10,0:01:13,0:04:24,0:03:57,64,287
2015,20,Nov,0:01:05,0:01:11,0:03:49,0:04:02,51,235
2015,20,Dec,0:01:08,0:01:10,0:04:27,0:03:51,41,261
2015,20,Overall 2015,0:01:14,0:01:17,0:03:57,0:03:58,623,3085
2015,21,Jan,0:01:10,0:01:10,0:03:03,0:03:56,47,248
2015,21,Feb,0:01:18,0:01:10,0:03:17,0:03:30,30,249
2015,21,Mar,0:01:12,0:01:09,0:03:52,0:03:48,38,299
2015,21,Apr,0:01:02,0:01:11,0:03:37,0:04:06,41,233
2015,21,May,0:01:12,0:01:09,0:03:43,0:03:45,31,281
2015,21,Jun,0:01:07,0:01:12,0:03:20,0:03:52,40,294
2015,21,Jul,0:01:17,0:01:11,0:03:21,0:03:48,42,284
2015,21,Aug,0:01:07,0:01:11,0:03:20,0:03:51,42,270
2015,21,Sep,0:01:02,0:01:05,0:03:13,0:04:01,41,311
2015,21,Oct,0:01:05,0:01:05,0:03:21,0:03:52,40,297
2015,21,Nov,0:01:11,0:01:02,0:02:57,0:03:40,27,269
2015,21,Dec,0:01:03,0:01:03,0:04:43,0:03:36,40,261
2015,21,Overall 2015,0:01:09,0:01:08,0:03:30,0:03:49,459,3296
2015,23,Jan,0:01:00,0:01:14,0:09:26,0:05:21,9,44
2015,23,Feb,0:00:53,0:01:09,0:05:41,0:04:25,11,38
2015,23,Mar,0:01:02,0:01:24,0:04:03,0:04:16,12,44
2015,23,Apr,0:01:08,0:01:13,0:03:46,0:04:31,11,64
2015,23,May,0:01:04,0:01:13,0:03:13,0:05:12,15,55
2015,23,Jun,0:01:08,0:01:13,0:03:27,0:05:16,11,52
2015,23,Jul,0:01:17,0:01:13,0:06:29,0:05:06,15,66
2015,23,Aug,0:01:09,0:01:14,0:04:27,0:05:12,18,57
2015,23,Sep,0:01:14,0:01:11,0:04:49,0:04:19,11,56
2015,23,Oct,0:00:54,0:01:18,0:06:26,0:04:37,8,51
2015,23,Nov,0:01:46,0:01:15,0:04:16,0:04:29,15,49
2015,23,Dec,0:01:06,0:01:18,0:04:45,0:04:34,13,51
2015,23,Overall 2015,0:01:11,0:01:15,0:04:55,0:04:48,149,627
2015,24,Jan,0:01:14,0:01:13,0:06:29,0:04:08,17,55
2015,24,Feb,0:00:55,0:01:11,0:04:51,0:04:02,12,54
2015,24,Mar,0:01:11,0:01:07,0:04:22,0:03:58,13,81
2015,24,Apr,0:01:03,0:01:14,0:04:23,0:04:13,18,64
2015,24,May,0:01:11,0:01:03,0:04:14,0:04:00,14,70
2015,24,Jun,0:01:05,0:01:06,0:05:34,0:04:36,15,63
2015,24,Jul,0:01:19,0:01:06,0:05:03,0:04:22,19,77
2015,24,Aug,0:01:19,0:01:08,0:05:28,0:04:25,19,82
2015,24,Sep,0:01:30,0:01:08,0:04:07,0:04:32,8,76
2015,24,Oct,0:00:57,0:01:06,0:06:32,0:04:40,8,73
2015,24,Nov,0:01:01,0:01:03,0:03:34,0:04:37,12,70
2015,24,Dec,0:01:10,0:01:13,0:05:07,0:04:51,15,56
2015,24,Overall 2015,0:01:11,0:01:08,0:05:00,0:04:22,170,821
2015,25,Jan,0:01:23,0:01:22,0:04:24,0:03:59,56,163
2015,25,Feb,0:01:25,0:01:21,0:04:58,0:03:36,37,163
2015,25,Mar,0:01:19,0:01:21,0:03:52,0:04:11,50,208
2015,25,Apr,0:01:15,0:01:16,0:05:09,0:03:49,42,161
2015,25,May,0:01:19,0:01:14,0:04:08,0:03:58,33,192
2015,25,Jun,0:01:13,0:01:17,0:04:50,0:04:24,49,177
2015,25,Jul,0:01:18,0:01:18,0:05:00,0:03:43,49,194
2015,25,Aug,0:01:11,0:01:16,0:03:51,0:03:54,49,187
2015,25,Sep,0:01:13,0:01:12,0:03:27,0:03:51,48,189
2015,25,Oct,0:01:05,0:01:11,0:05:18,0:03:41,50,209
2015,25,Nov,0:01:20,0:01:14,0:03:38,0:03:51,47,177
2015,25,Dec,0:01:06,0:01:14,0:04:05,0:04:01,32,185
2015,25,Overall 2015,0:01:15,0:01:16,0:04:23,0:03:55,542,2205
2015,26,Jan,0:01:11,0:01:12,0:03:27,0:03:48,62,427
2015,26,Feb,0:01:10,0:01:16,0:03:31,0:03:36,50,344
2015,26,Mar,0:01:04,0:01:14,0:03:30,0:03:48,67,450
2015,26,Apr,0:01:11,0:01:10,0:03:26,0:03:51,53,356
2015,26,May,0:01:12,0:01:11,0:03:28,0:03:55,68,398
2015,26,Jun,0:01:08,0:01:14,0:04:02,0:03:46,61,378
2015,26,Jul,0:01:15,0:01:11,0:03:27,0:03:45,60,417
2015,26,Aug,0:01:13,0:01:12,0:03:16,0:03:41,51,370
2015,26,Sep,0:01:10,0:01:09,0:04:14,0:03:36,66,427
2015,26,Oct,0:01:11,0:01:09,0:04:06,0:04:04,49,435
2015,26,Nov,0:01:02,0:01:07,0:03:57,0:03:52,50,416
2015,26,Dec,0:01:05,0:01:06,0:03:24,0:03:53,43,395
2015,26,Overall 2015,0:01:09,0:01:11,0:03:39,0:03:48,680,4813
2015,27,Jan,0:01:16,0:01:19,0:03:50,0:03:51,97,515
2015,27,Feb,0:01:07,0:01:17,0:03:46,0:03:52,96,462
2015,27,Mar,0:01:11,0:01:21,0:03:10,0:03:56,142,490
2015,27,Apr,0:00:58,0:01:22,0:03:04,0:03:48,119,484
2015,27,May,0:01:10,0:01:16,0:03:43,0:03:58,117,497
2015,27,Jun,0:01:08,0:01:18,0:03:35,0:03:54,106,577
2015,27,Jul,0:01:03,0:01:17,0:03:38,0:03:54,139,554
2015,27,Aug,0:01:10,0:01:19,0:03:33,0:04:07,133,586
2015,27,Sep,0:00:52,0:01:18,0:03:30,0:03:48,94,513
2015,27,Oct,0:01:06,0:01:19,0:03:13,0:03:58,108,566
2015,27,Nov,0:01:03,0:01:16,0:03:35,0:03:59,127,493
2015,27,Dec,0:01:08,0:01:13,0:03:38,0:03:47,102,462
2015,27,Overall 2015,0:01:07,0:01:18,0:03:30,0:03:55,1380,6199
2015,28,Jan,0:01:33,0:01:33,0:03:55,0:04:18,10,45
2015,28,Feb,0:01:17,0:01:27,0:03:16,0:03:59,3,39
2015,28,Mar,0:01:35,0:01:25,0:05:12,0:04:55,7,56
2015,28,Apr,0:01:05,0:01:17,0:04:54,0:04:15,4,51
2015,28,May,0:01:19,0:01:19,0:03:17,0:04:23,13,40
2015,28,Jun,0:01:05,0:01:25,0:04:02,0:04:29,12,40
2015,28,Jul,0:01:06,0:01:15,0:04:32,0:04:34,9,54
2015,28,Aug,0:00:49,0:00:59,0:03:52,0:04:46,7,55
2015,28,Sep,0:01:01,0:01:00,0:04:56,0:04:27,7,62
2015,28,Oct,0:01:03,0:00:58,0:05:14,0:04:08,18,55
2015,28,Nov,0:00:57,0:01:12,0:04:11,0:04:51,12,56
2015,28,Dec,0:01:03,0:01:00,0:04:42,0:04:15,12,40
2015,28,Overall 2015,0:01:07,0:01:14,0:04:25,0:04:28,114,593
2015,29,Jan,0:00:55,0:01:05,0:03:15,0:04:00,82,377
2015,29,Feb,0:01:02,0:01:07,0:03:33,0:03:52,68,316
2015,29,Mar,0:01:06,0:01:07,0:03:37,0:03:59,78,362
2015,29,Apr,0:01:05,0:01:04,0:03:23,0:03:56,75,316
2015,29,May,0:01:03,0:01:03,0:03:09,0:03:59,82,302
2015,29,Jun,0:01:03,0:01:08,0:03:38,0:03:58,74,332
2015,29,Jul,0:01:00,0:01:08,0:03:06,0:03:52,103,360
2015,29,Aug,0:01:07,0:01:08,0:03:01,0:03:58,83,334
2015,29,Sep,0:01:10,0:01:06,0:03:09,0:03:45,94,343
2015,29,Oct,0:01:03,0:01:06,0:02:52,0:03:53,84,390
2015,29,Nov,0:01:11,0:01:07,0:03:23,0:04:03,105,348
2015,29,Dec,0:01:02,0:01:07,0:03:28,0:03:52,112,337
